6,312500,0
6,312500,0
6,312500,0
0,233,0
0,0,91
0,262,5
0,0,91
0,262,5
0,0,45
0,262,3
0,0,45
0,262,3
0,0,91
0,311,5
0,0,91
0,392,5
0,0,91
0,392,5
0,0,91
0,392,5
0,0,91
0,392,5
0,0,91
0,415,5
0,0,91
0,349,5
0,0,45
0,349,3
0,0,45
0,349,3
0,0,91
0,415,5
0,0,45
0,415,3
0,0,45
0,523,3
0,0,45
0,523,3
0,0,45
0,392,3
0,0,91
0,392,5
0,0,139
0,392,5
0,0,45
0,262,3
0,0,91
0,262,5
0,0,91
0,262,5
0,0,91
0,311,5
0,0,91
0,392,5
0,0,91
0,392,5
0,0,91
0,392,5
0,0,91
0,392,5
0,0,91
0,392,5
0,0,91
0,349,5
0,0,91
0,311,5
0,0,45
0,311,3
0,0,45
0,294,3
0,0,91
0,262,5
0,0,182
0,523,10
0,0,176
0,523,16
1,104,0
2,262,0
3,311,0
4,415,0
0,0,182
0,523,10
0,0,136
4,415,8
4,0,45
0,466,3
1,0,0
2,0,0
3,0,0
1,78,0
2,311,0
3,392,0
0,466,0
0,0,45
0,466,3
0,0,45
3,392,3
3,0,91
0,392,5
0,0,136
0,392,8
0,0,45
0,415,3
1,0,0
2,0,0
1,87,0
2,262,0
3,349,0
0,415,0
0,0,91
3,349,5
3,0,91
0,349,5
0,0,45
0,349,3
0,0,45
0,415,3
0,0,91
0,523,5
1,0,0
2,0,0
1,392,0
2,311,0
3,262,0
4,65,0
0,0,91
1,392,5
1,0,91
0,392,5
0,0,187
0,523,5
4,0,0
3,0,0
2,0,0
1,104,0
2,262,0
3,311,0
4,415,0
0,0,182
0,523,10
0,0,91
4,415,5
4,0,45
0,415,3
0,0,45
0,466,3
1,0,0
3,0,0
2,0,0
1,78,0
2,311,0
3,392,0
0,466,0
0,0,45
0,466,3
0,0,45
3,392,3
3,0,91
0,392,5
0,0,91
0,392,5
0,0,91
0,392,5
1,0,0
0,0,0
2,0,0
0,392,0
1,311,0
2,262,0
3,65,0
0,0,91
0,349,5
0,0,91
1,311,5
3,0,0
2,0,0
1,0,0
0,466,0
1,392,0
2,294,0
3,98,0
2,294,5
2,0,91
2,262,5
0,0,0
3,0,0
1,0,0
0,65,0
2,262,0
1,311,0
3,392,0
2,0,273
2,262,111
0,0,0
3,0,0
1,0,0
2,0,0
0,392,0
1,311,0
2,262,0
3,65,0
2,0,45
2,262,3
2,0,45
2,262,3
